Date,Open,High,Low,Close,Volume
2022-01-03,61.0014,61.9676,60.592,61.5418,691439.02779876
2022-01-04,62.0004,62.5244,61.3944,62.5244,1004028.8031674
2022-01-05,62.5571,64.768,62.2952,64.7025,2066986.9440273
2022-01-07,64.2767,66.4547,63.3759,65.3903,1958664.044749
2022-01-10,65.5213,65.6195,63.6381,63.7199,1207442.0025801
2022-01-11,64.1129,65.0136,62.5899,64.8007,1616326.2629243
2022-01-12,65.0463,67.5028,63.8837,67.3063,2957087.1598618
2022-01-13,67.3063,68.5018,66.0453,66.684,1782099.5264238
2022-01-14,66.684,67.9613,66.6348,67.2735,1293973.552848
2022-01-17,67.1753,67.3063,66.5366,66.7822,507463.76543979
2022-01-18,66.7658,67.339,65.0955,65.5049,943290.7456472
2022-01-19,65.0955,66.5857,64.4241,66.2091,1524275.7356806
2022-01-20,66.2419,66.3237,64.7352,66.1272,674386.25605456
2022-01-21,65.1282,65.4394,62.7209,63.6871,1527155.5205243
2022-01-24,63.3759,64.031,58.9544,59.6095,1710296.6467305
2022-01-25,59.937,61.3781,59.6914,60.9523,1429981.7119323
2022-01-26,61.5746,62.246,60.1826,60.9687,980699.85911111
2022-01-27,60.1662,61.4108,58.6268,60.4283,1964250.1922787
2022-01-28,60.6084,60.6084,58.021,58.7743,2299262.7198656
2022-01-31,59.7078,59.9533,57.808,58.1356,2134902.4805664
2022-02-01,58.545,59.2328,58.0538,58.7251,865651.35545007
2022-02-02,59.0363,59.8715,58.021,58.3812,1465061.8390955
2022-02-03,58.3812,58.7579,57.8735,58.2666,1184666.2996324
2022-02-04,58.2829,58.3485,56.3342,56.4325,1543869.9969328
2022-02-07,56.891,57.235,55.0732,56.0886,1369428.068115
2022-02-08,56.3342,58.7087,55.9903,58.6268,1656850.8688125
2022-02-09,59.0035,60.4283,58.2829,59.9861,1789857.1147729
2022-02-10,59.9861,60.2481,58.0538,58.3157,1115356.0581351
2022-02-11,57.9718,58.7415,57.5624,58.6432,939896.80074444
2022-02-14,57.1039,58.2829,55.7119,57.7916,1497004.4907441
2022-02-15,58.3157,60.0189,58.2503,60.0025,1844737.8999816
2022-02-16,60.0353,61.8202,60.0353,60.3628,1712869.8895913
2022-02-17,60.1826,60.2317,58.2829,58.7743,1084508.8971586
2022-02-18,58.7415,59.2001,58.0374,58.1029,814153.52359891
2022-02-21,58.5286,58.9544,55.3679,55.7775,1058021.7157801
2022-02-22,54.5327,57.3004,53.3374,57.0711,1733309.2785415
2022-02-23,57.2186,58.545,55.8429,55.8429,1359773.8275766
2022-02-24,53.1573,53.9597,50.0621,51.5524,3202556.4537945
2022-02-25,52.0764,57.7262,52.0109,57.2022,3067885.5993769
2022-02-28,56.0558,58.7087,55.0241,58.1847,3609166.6855642
2022-03-01,58.2993,61.5091,58.2993,59.7896,2173742.9374726
2022-03-02,59.8551,63.4251,59.0363,63.4251,3236063.5687106
2022-03-03,64.6861,66.4875,63.7363,64.768,3234695.731974
2022-03-04,63.8509,64.4241,60.3464,60.9359,2345833.8968993
2022-03-07,59.7732,64.3585,59.7732,63.6217,2775205.176223
2022-03-08,63.6217,65.1445,62.4917,63.3596,1822436.0547606
2022-03-09,64.7844,65.4721,59.8551,60.6248,2356739.9523083
2022-03-10,60.7721,61.7547,60.1007,61.1324,1578671.6716175
2022-03-11,61.1324,63.7035,60.7558,63.5397,1672206.0574639
2022-03-14,63.0648,63.3923,60.4283,60.4283,2149334.3794206
2022-03-15,60.7558,62.0168,60.1007,61.4108,1597459.8862213
2022-03-16,62.4098,62.4262,60.2972,60.985,1669537.5545447
2022-03-17,61.5746,62.9175,61.1652,62.7536,1642530.1066931
2022-03-18,62.983,63.8181,61.0342,61.2307,2976660.6593064
2022-03-21,61.3454,63.8673,61.329,63.8673,1124850.3106267
2022-03-22,63.9492,64.2439,62.983,63.9,1220194.6375835
2022-03-23,64.2767,64.8171,63.6708,64.6533,828390.01720502
2022-03-24,64.6533,64.8498,62.8192,64.0638,1083960.5411812
2022-03-25,64.0638,64.6533,62.9011,63.5889,1095504.106212
2022-03-28,62.8847,64.4077,62.7373,63.3432,985190.51596877
2022-03-29,63.8509,63.9,61.1324,61.8202,1914076.2309834
2022-03-30,62.3443,62.508,61.2635,61.9184,1430791.422429
2022-03-31,62.0823,63.1468,61.8202,62.246,1713777.3027121
2022-04-01,62.8192,63.0157,61.9512,62.6227,1002999.2617665
2022-04-04,63.0485,64.899,62.8519,64.6861,1847367.3218513
2022-04-05,64.768,64.9644,62.4753,62.4753,1181560.5774706
2022-04-06,62.4753,63.0485,61.2635,63.0485,972509.93665057
2022-04-07,63.0485,63.0648,60.7558,60.7558,1045481.583984
2022-04-08,61.4108,62.4917,61.329,62.2296,1072081.1233801
2022-04-11,62.5571,64.4405,62.0659,64.4405,1439079.0475136
2022-04-12,64.3585,66.2419,62.9175,65.816,2109471.7088104
2022-04-13,66.2419,66.9952,64.7025,66.815,1722632.824299
2022-04-14,66.897,67.2244,65.685,66.3892,742599.78559697
2022-04-19,66.3892,66.8642,65.1609,65.9797,1006586.1693518
2022-04-20,65.9797,66.7494,65.0463,65.0463,622359.60875076
2022-04-21,65.3412,65.8324,64.1293,64.1784,1132593.2435822
2022-04-22,64.031,64.0638,62.3116,62.3116,892672.23741244
2022-04-25,61.4272,61.8202,59.7078,59.7078,1596441.3363656
2022-04-26,61.0996,62.9503,60.3136,60.6084,1936717.5928229
2022-04-27,60.6739,62.2952,60.4774,61.4272,1503716.661016
